2022 San Francisco Chronicle Wine Competition Medal Winners Sorted by Winery,,,,,,,,
Winery,State,Category Name,Vintage,AVA,Vineyard,Variety,Price,Award
Arrington Vineyards,TN,Riesling - Medium Dry 1.0 - 2.00 RS,2020,American,Riesling,,$19.99 ,Gold
Arrington Vineyards,TN,Syrah/Shiraz - Up to - $26.99,2018,American,Syrah,,$26.99 ,Gold
Arrington Vineyards,TN,Cab Sauv - $55.00 - $59.99,2018,Red Mountain,Cabernet Sauvignon,KB 12.18,$59.99 ,Silver
Arrington Vineyards,TN,Red Blend: Sangiovese leading blend,NV,American,Red Fox Red 18/19,,$25.99 ,Silver
Arrington Vineyards,TN,Red Dessert - RS >3.5,2018,Tennessee,Encore,,$29.99 ,Silver
Arrington Vineyards,TN,White Blends - $22.00 - $27.99,2020,Tennessee,Antebellum White,,$25.99 ,Silver
Arrington Vineyards,TN,White Blends - Up to - $21.99,2020,American,Stag's White,,$21.99 ,Silver
Arrington Vineyards,TN,All Other Red Blends; $23.00 - $34.99,NV,Tennessee,Petite Noir 19/20,,$24.99 ,Bronze
Arrington Vineyards,TN,Cab Sauv - $26.00 - $29.99,2018,American,Cabernet Sauvignon,,$29.99 ,Bronze
Arroyo Cellars,CA,Cab Sauv - $23.00 - $25.99,2018,Livermore Valley,Cabernet Sauvignon,,$25.00 ,Gold
Arroyo Cellars,CA,Petite Sirah - Up to - $27.99,2018,Livermore Valley,Petite Sirah,,$25.00 ,Gold
Arroyo Cellars,CA,Cab Sauv - $23.00 - $25.99,2019,Livermore Valley,Cabernet Sauvignon,,$25.00 ,Silver
Arroyo Cellars,CA,Petite Sirah - Up to - $27.99,2019,Livermore Valley,Petite Sirah,,$25.00 ,Silver
Arroyo Cellars,CA,Red Blend: Cab Sauv leading blend - Up to - $24.99,2018,Livermore Valley,Arroyo Rojo,,$20.00 ,Silver
Arroyo Cellars,CA,Zinfandel - $23.00 - $25.99,2019,Livermore Valley,Zinfandel,,$25.00 ,Silver
Arroyo Cellars,CA,Zinfandel - $23.00 - $25.99,2018,Livermore Valley,Zinfandel,,$25.00 ,Silver
Arroyo Cellars,CA,Pinot Noir - $20.00 - $23.99,2019,Livermore Valley,Pinot Noir,,$22.00 ,Bronze
Art of the Cooper,CA,Cab Sauv - $16.00 - $18.99,2020,Lodi,Cabernet Sauvignon,,$16.99 ,Silver
Art of the Cooper,CA,Pinot Noir - $15.00 - $19.99,2019,Monterey,Pinot Noir,,$16.99 ,Silver
ARTEVINO,CA,Pinot Noir- $58.00 - $66.99,2017,Yorkville Highlands,Pinot Noir,Reserve,$62.00 ,Silver
Artisan 5,CA,Cab Sauv - $65.00 - $71.99,2018,Napa Valley,Cabernet Sauvignon,,$70.00 ,Silver
Ascension Cellars,CA,White Blends - $28.00 and Over,2019,Paso Robles,Shining Star,,$32.00 ,Gold
Ascension Cellars,CA,Syrah/Shiraz - $44.00 and Over,2017,Paso Robles,Syrah,Cass Vineyard; Mayhem,$56.00 ,Silver
Ashfield,CA,Pinot Blanc,2020,Monterey County,Pinot Blanc,,$14.00 ,Best of Class
Athenaeum,CA,Cab Sauv - $39.00 - $41.99,2020,Napa Valley,Cabernet Sauvignon,,$39.95 ,Silver
Athenaeum,CA,Merlot - $31.00 - $39.99,2020,Napa Valley,Merlot,,$39.95 ,Silver
Athenaeum,CA,Sauvignon Blanc/Fume - $16.00 - $19.99,2020,Napa Valley,Sauvignon Blanc,,$19.99 ,Silver
Athenaeum,CA,Cab Sauv - $55.00 - $59.99,2019,Rutherford,Cabernet Sauvignon,,$56.95 ,Bronze
Athenaeum,CA,Cab Sauv - $55.00 - $59.99,2020,Oakville,Cabernet Sauvignon,,$59.95 ,Bronze
Auburn Road Vineyards,NJ,Cab Franc - Up to - $29.99,2019,Outer Coastal Plain,Cabernet Franc,Gaia,$23.00 ,Silver
Auburn Road Vineyards,NJ,Chardonnay - $20.00 - $22.99,2020,Outer Coastal Plain,Chardonnay,The White Bottle,$21.00 ,Silver
Auburn Road Vineyards,NJ,Chardonnay - $33.00 - $35.99,2020,Outer Coastal Plain,Chardonnay,,$35.00 ,Silver
Auburn Road Vineyards,NJ,Dry Rose/Blush - RS .1 - .299,2020,Outer Coastal Plain,Dry Rose,,$21.00 ,Silver
Auburn Road Vineyards,NJ,Merlot - $23.00 - $26.99,2019,Outer Coastal Plain,Merlot,Giulia,$25.00 ,Silver
Auburn Road Vineyards,NJ,Port - Up to - $32.99,2019,Outer Coastal Plain,Vintage Ruby,,$25.00 ,Silver
Auburn Road Vineyards,NJ,White Native American/Hybrid,2020,Outer Coastal Plain,Vidal Blanc,Sole,$17.00 ,Silver
Auburn Road Vineyards,NJ,Petit Verdot - $40.00 and Over,2019,Outer Coastal Plain,Petit Verdot,Volume Two,$45.00 ,Bronze
Auburn Road Vineyards,NJ,Red Blend: Merlot leading blend - Up to - $29.99,2019,Outer Coastal Plain,Eidolon,Coeur d Est Blend,$23.00 ,Bronze
Audeant,OR,Pinot Noir- $58.00 - $66.99,2019,Willamette Valley,Pinot Noir,,$60.00 ,Silver
Audeant,OR,Chardonnay - $46.00 and Over,2019,Eola-Amity Hills,Chardonnay,Seven Springs,$75.00 ,Bronze
Augustino,OR,Red Blend: Grenache leading blend - $30.00 and Over,2019,Applegate Valley,GSM,Rock n R Red Blend,$36.00 ,Gold
Augustino,OR,Syrah/Shiraz - $35.00 - $39.99,2016,Applegate Valley,Syrah,,$38.00 ,Gold
Aurelia Cellars,CA,Petit Verdot - Up to - $39.99,2019,Dunnigan Hills,Petit Verdot,,$14.00 ,Silver
Aurora Cellars,MI,Gruner Veltliner,2020,Leelanau Peninsula,Gruner Veltliner,,$19.00 ,Best of Class
Aurora Cellars,MI,Rose Sparkling,NV,Leelanau Peninsula,Brut Rose,,$24.00 ,Gold
Aurora Cellars,MI,All Other Red Varietals,2017,Leelanau Peninsula,Blaufrankisch,,$38.00 ,Silver
Aurora Cellars,MI,Cab Franc - $40.00 and Over,2017,Leelanau Peninsula,Cabernet Franc,,$48.00 ,Silver
Aurora Cellars,MI,Gewurztraminer - Up to - $19.99,2020,Leelanau Peninsula,Gewurztraminer,Medium Sweet,$19.00 ,Silver
Aurora Cellars,MI,Riesling - Dry <.99 RS,2020,Leelanau Peninsula,Riesling,,$19.00 ,Silver
Auteur Wines,CA,Pinot Noir - $67.00 and Over,2019,Mendocino Ridge,Pinot Noir,Manchester Ridge Vineyard,$75.00 ,Double Gold
Auteur Wines,CA,Pinot Noir - $48.00 - $50.99,2019,Sonoma Coast,Pinot Noir,,$50.00 ,Gold
Autry Cellars,CA,Malbec - $37.00 and Over,2018,Paso Robles,Malbec,,$44.00 ,Gold
Autry Cellars,CA,Sauvignon Blanc/Fume - $26.00 and Over,2020,Paso Robles,Sauvignon Blanc,,$36.00 ,Gold
Autry Cellars,CA,Albarino,2018,Edna Valley,Albarino,,$33.00 ,Silver
Autry Cellars,CA,Viognier - $27.00 and Over,2020,Paso Robles,Viognier,,$36.00 ,Silver
Autry Cellars,CA,Red Blend: Cab Sauv leading blend - $35.00 - $44.99,2018,Paso Robles,Tertian Harmony,,$42.00 ,Bronze
Autumn Lake,NJ,Red Natives/Hybrid Varietals,2018,Outer Coastal Plain,Chambourcin,,$21.00 ,Gold
Autumn Lake,NJ,All Other Red Varietals,2019,Outer Coastal Plain,Blaufrankisch,,$26.00 ,Silver
Autumn Lake,NJ,Sangiovese - Up to - $34.99,2019,Outer Coastal Plain,Sangiovese,,$28.00 ,Silver
Autumn Lake,NJ,Pinot Noir - $24.00 - $27.99,2019,Outer Coastal Plain,Pinot Noir,,$24.00 ,Bronze
Avalon,CA,Cab Sauv - $19.00 - $22.99,2019,Napa Valley,Cabernet Sauvignon,,$19.99 ,Silver
Avalon,CA,Cab Sauv - Up to - $12.99,2020,Lodi,Cabernet Sauvignon,,$10.99 ,Silver
Avalon,CA,Sauvignon Blanc/Fume - Up to - $15.99,2020,Napa Valley,Sauvignon Blanc,,$15.99 ,Silver
Avanguardia,CA,All Other Red Varietals,2016,Sierra Foothills,Corvina,,$28.00 ,Silver
Avanguardia,CA,Montepulciano,2015,Sierra Foothills,Montepulciano,,$28.00 ,Silver
Avanguardia,CA,Red Blend: Barbera leading blend,2014,Sierra Foothills,Premiato,,$28.00 ,Silver
Avanguardia,CA,Red Blend: Sangiovese leading blend,2013,Sierra Foothills,Sangineto,,$28.00 ,Silver
Avanguardia,CA,White Blends - Up to - $21.99,2018,Sierra Foothills,Cristallo,,$18.00 ,Silver
Avanguardia,CA,White Blends - Up to - $21.99,2019,Sierra Foothills,Selvatico,,$16.00 ,Silver
Avanguardia,CA,All Other Red Blends; $23.00 - $34.99,2016,Sierra Foothills,Ampio,,$26.00 ,Bronze
Avanguardia,CA,Other White Varietals,2019,Sierra Foothills,Fiano,,$20.00 ,Bronze
Avanguardia,CA,White Blends - Up to - $21.99,2017,Sierra Foothills,Due Fiori,,$18.00 ,Bronze
Avenales Ranch,CA,Cab Sauv - $30.00 - $34.99,2019,Paso Robles,Cabernet Sauvignon,Shell Creek Vineyards,$30.00 ,Silver
Avenales Ranch,CA,Petite Sirah - $28.00 - $34.99,2018,Paso Robles Highlands District,Petite Sirah,Shell Creek Vineyards,$30.00 ,Silver
AvinoDos Wines,CA,Cab Sauv - $65.00 - $71.99,2017,Oakville,Cabernet Sauvignon,Two Barrel Reserve,$68.00 ,Double Gold
AvinoDos Wines,CA,Cab Sauv - $55.00 - $59.99,2018,Oak Knoll District,Cabernet Sauvignon,,$56.00 ,Gold
AvinoDos Wines,CA,Merlot - $31.00 - $39.99,2019,Los Carneros,Merlot,,$36.00 ,Gold
AvinoDos Wines,CA,Rose Sparkling,2020,Los Carneros,Sparkling Rose,,$38.00 ,Gold
AvinoDos Wines,CA,Cab Sauv - $60.00 - $64.99,2018,Stags Leap District,Cabernet Sauvignon,Estate,$62.00 ,Silver
B.R. Cohn Winery,CA,Cab Sauv - $35.00 - $38.99,2019,Sonoma County,Cabernet Sauvignon,Sonoma Series,$35.00 ,Double Gold
B.R. Cohn Winery,CA,Cab Sauv - $19.00 - $22.99,2019,North Coast,Cabernet Sauvignon,Silver Label,$19.00 ,Gold
Baily Vineyard & Winery,CA,Dry Rose/Blush - RS .3 - .99,2021,Temecula Valley,Grandol Rose,,$25.00 ,Gold
Baily Vineyard & Winery,CA,Dry Rose/Blush - RS 0,2020,Temecula Valley,Rose,,$22.00 ,Gold
Baily Vineyard & Winery,CA,Riesling - Medium Dry 1.0 - 2.00 RS,2021,Temecula Valley,Riesling,,$30.00 ,Gold
Baily Vineyard & Winery,CA,Cab Franc - $40.00 and Over,2018,Temecula Valley,Cabernet Franc,,$40.00 ,Silver
Baily Vineyard & Winery,CA,Cab Sauv - $42.00 - $45.99,2018,Temecula Valley,Cabernet Sauvignon,,$45.00 ,Silver
Baily Vineyard & Winery,CA,Cab Sauv - $65.00 - $71.99,2017,Temecula Valley,Cabernet Sauvignon,Grand Reserve,$70.00 ,Silver
Baily Vineyard & Winery,CA,Chardonnay - $29.00 - $32.99,2021,Temecula Valley,Chardonnay,,$30.00 ,Silver
Baily Vineyard & Winery,CA,Red Blend: Cabernet Franc leading blend,2017,Temecula Valley,Meritage,,$65.00 ,Silver
Baily Vineyard & Winery,CA,White Blends - $28.00 and Over,2021,Temecula Valley,Montage,,$30.00 ,Silver
Baker Bird Winery,KY,Cab Sauv - $26.00 - $29.99,2016,American,Cabernet Sauvignon,Thunderbolt-Red Race Horse,$27.99 ,Silver
Baker Bird Winery,KY,White Native American/Hybrid,NV,Kentucky,Vidal Blanc,Semi Dry,$18.00 ,Silver
Balistreri Vineyards,CO,Alicante Bouschet,2020,American,Alicante Bouschet,,$38.00 ,Double Gold
Balistreri Vineyards,CO,Petit Verdot - $40.00 and Over,2020,Colorado,Petit Verdot,CVS Vineyard,$48.00 ,Double Gold
Balistreri Vineyards,CO,Malbec - Up to - $36.99,2020,Colorado,Malbec,Avant Vineyard,$36.00 ,Gold
Balistreri Vineyards,CO,Petite Sirah - $46.00 and Over,2020,American,Petite Sirah,,$48.00 ,Gold
Balistreri Vineyards,CO,Cab Sauv - $35.00 - $38.99,2019,Colorado,Cabernet Sauvignon,Whitewater Hill Vineyard,$38.00 ,Silver
Balistreri Vineyards,CO,Syrah/Shiraz - $35.00 - $39.99,2020,Colorado,Syrah,Avant Vineyard,$35.00 ,Silver
Balistreri Vineyards,CO,Tempranillo - Up to - $34.99,2020,Colorado,Tempranillo,Avant Vineyard,$32.00 ,Silver
Balistreri Vineyards,CO,Cab Franc - $30.00 - $39.99,2020,Colorado,Cabernet Franc,Beach House Vineyard,$38.00 ,Bronze
Balistreri Vineyards,CO,Cab Sauv - $35.00 - $38.99,2020,Colorado,Cabernet Sauvignon,Talbott Vineyard,$36.00 ,Bronze
Balistreri Vineyards,CO,Port - $33.00 and Over,NV,American,Port,,$84.00 ,Bronze
Balistreri Vineyards,CO,Sangiovese - Up to - $34.99,2020,American,Sangiovese,,$34.00 ,Bronze
Balistreri Vineyards,CO,Syrah/Shiraz - $35.00 - $39.99,2020,Colorado,Syrah,Horse Mountain Vineyard,$36.00 ,Bronze
Ballentine Vineyards,CA,Cab Sauv - $50.00 - $54.99,2019,Napa Valley,Cabernet Sauvignon,,$50.00 ,Double Gold
Ballentine Vineyards,CA,Merlot - $40.00 and Over,2019,Napa Valley,Merlot,,$45.00 ,Gold
Ballentine Vineyards,CA,Zinfandel - $60.00 and Over,2019,Napa Valley,Zinfandel,,$60.00 ,Gold
Balletto Vineyards,CA,Pinot Noir - $51.00 - $57.99,2019,Russian River Valley,Pinot Noir,Sexton Hill Vineyard,$52.00 ,Best of Class
Balletto Vineyards,CA,Pinot Noir - $32.00 - $35.99,2019,Russian River Valley,Pinot Noir,,$32.00 ,Double Gold
Balverne,CA,Pinot Noir - $44.00 - $47.99,2019,Russian River Valley,Pinot Noir,Forever Wild,$45.00 ,Best of Class
Balverne,CA,Sauvignon Blanc/Fume - $26.00 and Over,2019,Chalk Hill,Sauvignon Blanc,Forever Wild,$27.00 ,Gold
Balverne,CA,Chardonnay - $33.00 - $35.99,2019,Russian River Valley,Chardonnay,Forever Wild,$35.00 ,Silver
Balverne,CA,Malbec - $37.00 and Over,2019,Chalk Hill,Malbec,,$45.00 ,Silver
Balverne,CA,Zinfandel - $29.00 - $31.99,2019,Russian River Valley,Zinfandel,Forever Wild,$30.00 ,Silver
Banshee,CA,Cab Sauv - $23.00 - $25.99,2019,Sonoma County,Cabernet Sauvignon,,$25.00 ,Gold
Banshee,CA,Pinot Noir - $24.00 - $27.99,2019,Sonoma County,Pinot Noir,,$24.99 ,Silver
Banshee,CA,Chardonnay - $20.00 - $22.99,2019,Sonoma Coast,Chardonnay,,$21.99 ,Bronze
Bar Dog,CA,Cab Sauv - Up to - $12.99,2019,California,Cabernet Sauvignon,,$12.99 ,Best of Class
Bar Dog,CA,Chardonnay - $11.00 - $13.99,2020,California,Chardonnay,,$12.99 ,Gold
Bar Dog,CA,Pinot Noir - Up to - $14.99,2019,California,Pinot Noir,,$12.99 ,Silver
Bar Dog,CA,Red Blend: Merlot leading blend - Up to - $29.99,2019,California,Red Wine,,$12.99 ,Silver
Barboursville Vineyards,VA,Viognier - Up to - $26.99,2020,Virginia,Viognier,,$22.00 ,Double Gold
Barboursville Vineyards,VA,Sauvignon Blanc/Fume - $20.00 - $ 25.99,2014,Virginia,Sauvignon Blanc,,$20.00 ,Gold
Barboursville Vineyards,VA,Red Blend: Merlot leading blend - $30.00 and Over,2017,Virginia,Octagon,,$55.00 ,Silver
Barboursville Vineyards,VA,Red Blend: Merlot leading blend - $30.00 and Over,2018,Virginia,Octagon,,$55.00 ,Silver
Barboursville Vineyards,VA,Vermentino,2020,Virginia,Vermentino,,$23.00 ,Silver
Barefoot,CA,Berry Wine,NV,California,Strawberry,,$6.99 ,Best of Class
Barefoot,CA,Fruit Wine,NV,California,Peach,,$6.99 ,Double Gold
Barefoot,CA,Fruit Wine,NV,California,Pineapple,,$6.99 ,Double Gold
Barefoot,CA,Sauvignon Blanc/Fume - Up to - $15.99,NV,Calaveras County,Sauvignon Blanc,,$6.99 ,Double Gold
Barefoot,CA,All Other Red Blends: Up to - $22.99,NV,California,Sunset Red Blend,,$5.00 ,Gold
Barefoot,CA,Berry Wine,NV,California,Cranberry,,$6.99 ,Gold
Barefoot,CA,Chardonnay - Up to - $10.99,NV,California,Chardonnay,Buttery,$6.99 ,Gold
Barefoot,CA,Chardonnay - Up to - $10.99,NV,California,Chardonnay,,$6.99 ,Gold
Barefoot,CA,Merlot - Up to - $14.99,NV,California,Merlot,,$6.99 ,Gold
Barefoot,CA,Pinot Noir - Up to - $14.99,NV,California,Pinot Noir,,$6.99 ,Gold
Barefoot,CA,Zinfandel - Up to - $16.99,NV,California,Zinfandel,,$6.99 ,Gold
Barefoot,CA,Berry Wine,NV,California,Blueberry,,$6.99 ,Silver
Barefoot,CA,Cab Sauv - Up to - $12.99,NV,California,Cabernet Sauvignon,,$6.99 ,Silver
Barefoot,CA,Dry Rose/Blush - RS .3 - .99,NV,California,Pink Moscato,,$6.99 ,Silver
Barefoot,CA,Dry Rose/Blush - RS 0,NV,California,Pink Pinot Grigio,,$6.99 ,Silver
Barefoot,CA,Dry Rose/Blush - RS 0,NV,California,Rose,,$6.99 ,Silver
Barefoot,CA,Fruit Wine,NV,California,Mango,,$6.99 ,Silver
Barefoot,CA,Fruit Wine,NV,California,Apple,,$6.99 ,Silver
Barefoot,CA,Fruit Wine,NV,California,Watermelon,,$6.99 ,Silver
Barefoot,CA,Malbec - Up to - $36.99,NV,California,Malbec,,$6.99 ,Silver
Barefoot,CA,Muscat,NV,California,White Moscato,,$6.99 ,Silver
Barefoot,CA,Pinot Gris/Grigio - Up to - $14.99,NV,American,Pinot Grigio,,$6.99 ,Silver
Barefoot,CA,Sangria,NV,California,Sangria,,$6.99 ,Silver
Barefoot,CA,Sweet Red -,NV,California,Red Moscato,,$6.99 ,Silver
Barefoot,CA,Sweet Red -,NV,California,Sweet Red,,$6.99 ,Silver
Barefoot,CA,Syrah/Shiraz - Up to - $26.99,NV,California,Shiraz,,$6.99 ,Silver
Barefoot,CA,All Other Red Blends: Up to - $22.99,NV,California,Rich Red Blend,,$6.99 ,Bronze
Barefoot,CA,All Other Red Blends: Up to - $22.99,NV,California,Jammy Red,,$6.99 ,Bronze
Barefoot,CA,Dry Rose/Blush - RS .3 - .99,NV,California,White Zinfandel,,$6.99 ,Bronze
Barefoot Bubbly,CA,Blanc de Blancs,NV,California,Extra Dry,,$9.99 ,Gold
Barefoot Bubbly,CA,Blanc de Blancs,NV,California,Pinot Grigio,,$9.99 ,Silver
Barefoot Bubbly,CA,Brut,NV,California,Brut Cuvee,,$9.99 ,Silver
Barefoot Bubbly,CA,Fruit Sparkling,NV,California,Peach Bubbly,,$9.99 ,Silver
Barefoot Bubbly,CA,Other Sparkling,NV,California,Moscato Spumante,,$9.99 ,Silver
Barefoot Bubbly,CA,Other Sparkling,NV,California,Sparkling Moscato,,$9.99 ,Silver
Barefoot Bubbly,CA,Rose Sparkling,NV,California,Brut Rose,,$9.99 ,Silver
Barefoot Spritzer,CA,Wine Spritzers,NV,California,Moscato Spritzer,,$6.99 ,Best of Class
Barefoot Spritzer,CA,Wine Spritzers,NV,California,Rose Spritzer,,$6.99 ,Silver
Barefoot Spritzer,CA,Wine Spritzers,NV,California,Summer Red Spritzer,,$6.99 ,Silver
Barefoot Spritzer,CA,Wine Spritzers,NV,California,Crisp White Spritzer,,$6.99 ,Bronze
Barnard Griffin: Rose Sweepstakes Winner,WA,Dry Rose/Blush - RS 0,2021,Columbia Valley,Rose of Sangiovese,,$14.00 ,Rose Sweepstakes
Bargetto Winery,CA,Chardonnay - $33.00 - $35.99,2020,Santa Cruz Mountains,Chardonnay,Regan Vineyards Reserve,$35.00 ,Double Gold
Bargetto Winery,CA,Dolcetto,2019,Santa Cruz Mountains,Dolcetto,,$35.00 ,Double Gold
Bargetto Winery,CA,Pinot Gris/Grigio - $20.00 and Over,2020,Santa Cruz Mountains,Pinot Grigio,Barrel fermented,$28.00 ,Silver
Bargetto Winery,CA,Pinot Noir - $44.00 - $47.99,2019,Santa Cruz Mountains,Pinot Noir,Regan Vineyards Reserve,$45.00 ,Silver
Bargetto Winery,CA,Pinot Noir- $58.00 - $66.99,2019,Santa Cruz Mountains,Pinot Noir,Mount Eden Clone Regan Vineyards,$60.00 ,Silver
Bargetto Winery,CA,All Other Red Blends: $35.00 and Over (Must not have leading varietal listed topping blend,2017,Santa Cruz Mountains,La Vita,,$60.00 ,Bronze
Bargetto Winery/Chaucers Cellars,CA,Mixed Category Mead,NV,Santa Cruz,Pomegranate Mead,,$16.00 ,Best of Class
Barra of Mendocino,CA,Chardonnay - $20.00 - $22.99,2020,Mendocino,Chardonnay,Made with organically grown grapes,$22.00 ,Silver
Barrage Cellars,WA,Cab Franc - $30.00 - $39.99,2015,Yakima Valley,Cabernet Franc,Cease & Desist,$37.00 ,Best of Class
Barrage Cellars,WA,Merlot - $31.00 - $39.99,2015,Yakima Valley,Merlot,Blacklisted,$32.00 ,Best of Class
Barrage Cellars,WA,Cab Sauv - $42.00 - $45.99,2015,Red Mountain,Cabernet Sauvignon,Double Barrel,$42.00 ,Silver
Barrage Cellars,WA,Chardonnay - $29.00 - $32.99,2019,Yakima Valley,Chardonnay,Nuclear Blonde,$30.00 ,Silver
Barrel Notes,CT,Chardonnay - $29.00 - $32.99,2019,Cienega Valley,Chardonnay,,$29.99 ,Best of Class
Barrister Winery,WA,Petit Verdot - $40.00 and Over,2018,Columbia Valley,Petit Verdot,Dionysus Vineyard,$41.00 ,Gold
Barrister Winery,WA,Petite Sirah - $35.00 - $39.99,2018,Wahluke Slope,Petite Sirah,,$39.00 ,Double Gold
Barrister Winery,WA,Cab Sauv - $39.00 - $41.99,2018,Walla Walla Valley,Cabernet Sauvignon,Seven Hills Vineyard,$39.00 ,Gold
Barrister Winery,WA,Cab Franc - $30.00 - $39.99,2019,Columbia Valley,Cabernet Franc,,$33.00 ,Silver
Barsetti,CA,Chardonnay - $14.00 - $15.99,2018,Lodi,Chardonnay,,$15.99 ,Silver
Barsetti,CA,Dry/Sweet Rose/Blush - RS 1.00 and Over,2020,Lodi,Rose,,$12.99 ,Silver
Barsetti,CA,Petite Sirah - Up to - $27.99,2018,Lodi,Petite Sirah,,$24.99 ,Silver
Barsetti,CA,Sauvignon Blanc/Fume - Up to - $15.99,2020,Lodi,Sauvignon Blanc,,$14.99 ,Silver
Bartholomew Estate,CA,Zinfandel - $35.00 - $38.99,2019,Sonoma Valley,Zinfandel,,$35.00 ,Double Gold
Bartholomew Estate,CA,Dry Rose/Blush - RS .001 - .099,2020,Sonoma Valley,Antonias Garden Rose of Zinfandel,,$28.00 ,Gold
Bartholomew Estate,CA,Zinfandel - $42.00 - $47.99,2019,Sonoma Valley,Zinfandel,Garden Block,$45.00 ,Gold
Bartholomew Estate,CA,Cab Sauv - $60.00 - $64.99,2019,Sonoma Valley,Cabernet Sauvignon,,$60.00 ,Silver
Bartholomew Estate,CA,Sauvignon Blanc/Fume - $26.00 and Over,2020,Sonoma Valley,Sauvignon Blanc,,$28.00 ,Silver
Bartholomew Estate,CA,Syrah/Shiraz - $40.00 - $43.99,2019,Sonoma Valley,Syrah,Vivianos Block,$40.00 ,Silver
Barton,CA,Orange Wine/Skin Fermented White,2020,Paso Robles,Viognier - Orange Wine,Uptown Funk,$36.00 ,Silver
Batch 198,CA,Cab Sauv - $13.00 - $15.99,2018,California,Cabernet Sauvignon,Bourbon Barrel,$14.99 ,Silver
Battle Creek Cellars,WA,Blanc de Noirs,NV,Yamhill-Carlton,Blanc de Noirs,Yamhela Vineyard,$45.00 ,Best of Class
Battle Creek Cellars,WA,Pinot Noir - $28.00 - $31.99,2018,Willamette Valley,Pinot Noir,Resv. Pinot Noir,$30.99 ,Silver
Battle Creek Cellars,WA,Pinot Noir- $58.00 - $66.99,2016,Willamette Valley,Pinot Noir,Battle Creek Vineyard,$64.99 ,Silver
Be Human,BC,Cab Sauv - $16.00 - $18.99,2019,Columbia Valley,Cabernet Sauvignon,,$17.00 ,Silver
Beach Pass,CT,Dry Rose/Blush - RS .1 - .299,2020,Paso Robles,Rose Blend,,$15.99 ,Silver
Becker Vineyards,TX,Petite Sirah - $40.00 - $45.99,2018,Texas Hill Country,Petite Sirah,,$40.00 ,Best of Class
Becker Vineyards,TX,Cab Sauv - $39.00 - $41.99,2018,Texas High Plains,Cabernet Sauvignon,Wilmeth Vineyard,$40.00 ,Double Gold
Becker Vineyards,TX,Malbec - Up to - $36.99,2019,Texas Hill Country,Malbec,Tallent Vineyards,$30.00 ,Double Gold
Becker Vineyards,TX,Cab Sauv - $39.00 - $41.99,2018,Texas High Plains,Cabernet Sauvignon,Canada Family Vineyard,$40.00 ,Gold
Becker Vineyards,TX,Chardonnay - $29.00 - $32.99,2018,Texas Hill Country,Chardonnay,Tallent Vineyards,$30.00 ,Gold
Becker Vineyards,TX,Dolcetto,2018,Texas High Plains,Dolcetto,Wilmeth Vineyard,$40.00 ,Gold
Becker Vineyards,TX,Red Blend: Merlot leading blend - Up to - $29.99,2019,Texas,Claret,,$15.95 ,Gold
Becker Vineyards,TX,Cab Sauv - $13.00 - $15.99,2019,Texas,Cabernet Sauvignon,Iconoclast,$14.95 ,Silver
Becker Vineyards,TX,Cab Sauv - $39.00 - $41.99,2017,Texas,Cabernet Sauvignon,Canada Family,$40.00 ,Silver
Becker Vineyards,TX,Chardonnay - $29.00 - $32.99,2019,Texas Hill Country,Chardonnay,Tallent Vineyards,$30.00 ,Silver
Becker Vineyards,TX,Malbec - Up to - $36.99,2019,Texas,Malbec,,$13.00 ,Silver
Becker Vineyards,TX,Red Blend: Cab Sauv leading blend - Up to - $24.99,2019,Texas,Cabernet - Syrah Reserve,,$18.95 ,Silver
Becker Vineyards,TX,Red Blend: Grenache leading blend - Up to - $29.99,2018,Texas,GSM,Becker Vineyards,$10.95 ,Silver
Becker Vineyards,TX,Sauvignon Blanc/Fume - $20.00 - $ 25.99,2020,Texas Hill Country,Sauvignon Blanc,,$20.00 ,Silver
Becker Vineyards,TX,Sauvignon Blanc/Fume - $20.00 - $ 25.99,2019,Texas Hill Country,Sauvignon Blanc,White Wing,$24.95 ,Silver
Becker Vineyards,TX,Semillon,2017,Texas High Plains,Semilion,Bingham Vineyards,$40.00 ,Silver
Becker Vineyards,TX,Viognier - Up to - $26.99,2019,Texas,Viognier,,$14.00 ,Silver
Becker Vineyards,TX,Viognier - Up to - $26.99,2018,Texas High Plains,Viognier,Reserve,$21.95 ,Silver
Becker Vineyards,TX,White Blends - $22.00 - $27.99,2019,Texas,Prairie Cuvee,,$25.00 ,Silver
Becker Vineyards,TX,White Blends - Up to - $21.99,2019,Texas,RVM,,$17.95 ,Silver
Becker Vineyards,TX,Cab Sauv - $23.00 - $25.99,2017,Texas,Cabernet Sauvignon,,$24.99 ,Bronze
Becker Vineyards,TX,Dry Rose/Blush Blend - RS 0,2019,Texas,Jolie,,$19.95 ,Bronze
Becker Vineyards,TX,Dry Rose/Blush Blend - RS 0,2020,Texas,Saignee Rose,,$25.00 ,Bronze
Becker Vineyards,TX,Red Blend: Malbec leading blend,2017,Texas,Ranger Hays,,$40.00 ,Bronze
Becker Vineyards,TX,Red Blend: Zinfandel leading blend - $25.00 and Over,2018,Texas,Culinaria,,$35.00 ,Bronze
Becker Vineyards,TX,Zinfandel - $29.00 - $31.99,2019,Texas High Plains,Zinfandel,,$30.00 ,Bronze
Bee Hunter,CA,Chardonnay - $46.00 and Over,2019,Anderson Valley,Chardonnay,,$60.00 ,Double Gold
